Total,Coal,Fuel,Gas,Nuclear,Water,Wind,Other,,
8190200,263400,0,1314007,5809000,14643,101348,687802,-1827411,1457215
8175612,271600,0,1286775,5808600,14720,107155,686762,-1741194,1360049
8413772,344600,0,1448171,5812400,14526,110344,683731,-1260041,1299384
8330977,359200,0,1357919,5809000,14713,114492,675653,-1242856,1369558
8347984,351800,0,1376918,5811400,14802,107040,686024,-1334566,1383713
8460470,397200,0,1446252,5810400,14879,103493,688246,-1335053,1495828
8368287,422000,0,1332078,5810400,14924,97888,690997,-1498611,1470128
8562111,421600,0,1550934,5812000,15124,87892,674561,-1658002,1601113
8637312,430000,0,1637155,5808600,15344,76804,669409,-1789956,1687821
8745888,435800,0,1688234,5810600,61559,77118,672577,-1552325,1603623
9387594,436800,0,1803621,5811000,597639,72915,665619,-931197,1587724
9506527,438200,0,1811752,5806000,714981,65871,669723,-925669,1672482
9534499,436600,0,1850907,5805600,717574,60767,663051,-961166,1675828
9599499,438000,0,1883297,5799800,748533,54983,674886,-825914,1628536
9376712,435000,0,1824453,5798200,576964,59384,682711,-870984,1415264
9427182,430200,0,1884005,5791800,566832,69526,684819,-838825,1413637
9478933,437200,0,1945744,5784400,543765,81158,686666,-693661,1268343
9414218,437200,0,1876218,5783800,558631,78191,680178,-641712,1268552
9315246,435600,0,1859971,5780800,492969,85849,660057,-499071,1111248
9199420,435400,0,1842702,5775600,454523,89057,602138,-451598,1052268
9322676,436200,0,1915515,5773400,480957,100675,615929,-452806,1050727
9195912,437600,0,1849593,5772800,371511,106146,658262,-272095,929294
9184309,437200,0,1899319,5772800,308180,103552,663258,-118439,735539
9132002,437000,0,1893870,5772200,259188,104868,664876,-93944,726966
9184044,437000,0,1925998,5772600,271346,110266,666834,-106924,658647
9286278,436600,0,1977971,5769200,317815,113913,670779,-86249,658377
9192139,435600,0,1982756,5769600,206389,120375,677419,167807,575854
9094894,436000,0,1973365,5766400,118370,122002,678757,220270,513676
9071627,436600,0,1978796,5767200,103749,117387,667895,282992,442404
8983778,434800,0,1921421,5757400,81592,124817,663748,321335,468243
8945199,436200,0,1881918,5751000,85789,128985,661307,231527,541147
8998835,435600,0,1915513,5751600,80227,129264,686631,282049,550058
8971362,435000,0,1926423,5744600,113073,113537,638729,343697,436615
9001781,433800,0,1936065,5745200,135670,113697,637349,417446,410546
8971881,434200,0,1885943,5740800,113498,121165,676275,566592,366713
9032789,436000,0,1905530,5739000,142547,127282,682430,546729,366710
9137689,436000,0,2015569,5738000,140376,134331,673413,576979,353690
9080323,437000,0,1981016,5735000,145180,127270,654857,606087,362734
9151491,437400,0,1933519,5735800,217681,127044,700047,512703,458971
9040050,435800,0,1847430,5734800,214754,120711,686555,442782,441841
9094810,435800,0,1910797,5734000,223250,121260,669703,547652,368400
9141906,439600,0,1884780,5733400,266301,130575,687250,554573,390048
9086784,437200,0,1789887,5731600,355402,153133,619562,398746,478842
9213570,436200,0,1829662,5729600,395905,174509,647694,448841,499633
9171978,436200,0,1668056,5729600,476318,188074,673730,390789,523385
9219571,436200,0,1703480,5728200,488963,207325,655403,287961,602205
9249668,434200,0,1669401,5725800,529651,225051,665565,-5517,940647
9260170,436000,0,1635780,5725800,530587,261186,670817,-203419,1041888
9390522,438000,0,1756445,5722800,548025,282964,642288,-273002,1112189
9423754,436600,0,1779986,5724400,536557,272964,673247,-371116,1209711
9533338,436400,0,1780451,5725800,655079,268307,667301,-638821,1586527
9677640,436600,0,1826488,5724200,737055,280969,672328,-822522,1765059
9762624,436600,0,1894928,5729200,734182,282460,685254,-848962,1851599
9680181,434600,0,1878479,5729000,670226,283065,684811,-862206,1911625
9623426,435400,0,1865381,5731600,632973,280248,677824,-894198,1855040
9610794,435600,0,1825989,5727400,656748,297783,667274,-881833,1737624
9668362,436000,0,1833332,5728600,696198,313515,660717,-918605,1827781
9701890,435600,0,1865867,5729000,674066,332354,665003,-1066993,1988771
9159262,434400,0,1847813,5730200,154160,329804,662885,-1617664,1999626
9064455,432200,0,1821456,5732800,96879,318160,662960,-1619465,1989038
9001870,435200,0,1806710,5735400,85203,314082,625275,-1606262,1971741
9018505,431600,0,1818403,5738600,84925,328316,616661,-1671122,2012677
9011905,431200,0,1797447,5739000,85840,335845,622573,-1592519,1905060
9055511,431800,0,1809910,5742400,85678,349660,636063,-1511937,1872610
9007470,432400,0,1757213,5743800,85156,337181,651720,-1513118,1768112
8983103,431000,0,1736963,5748200,79055,329566,658319,-1500263,1718707
8953126,432200,0,1730477,5752600,35288,336224,666337,-1532117,1551450
9059638,433600,0,1871057,5757400,14950,331023,651608,-1569002,1405196
9092839,434800,0,1910007,5760800,15167,325493,646572,-1264214,1176955
9217337,434200,0,1988050,5760400,76270,325460,632957,-1119454,1138451
9267455,433400,0,1998909,5760600,120045,319371,635130,-663664,888819
9162974,436200,0,1882144,5766000,118902,324604,635124,-287823,707180
8870798,432600,0,1605505,5765000,89474,325412,652807,-216364,477402
8810380,428200,0,1600540,5769400,29041,328464,654735,-363173,566342
8488048,358400,0,1355487,5772000,17417,326941,657803,-904126,771882
8611337,319200,0,1536032,5777200,18243,322091,638571,-1085174,911487
8596481,305600,0,1550617,5778400,18075,310006,633783,-1161852,957252
8512081,298200,0,1475087,5777400,18044,293873,649477,-1262173,1102243
8489667,225000,0,1542476,5780000,18087,294458,629646,-1480898,1232873
8460219,197800,0,1532353,5780000,18185,299436,632445,-1522225,1315706
8314713,189000,0,1393833,5781000,18070,293342,639468,-1429893,1267654
8201728,187600,0,1311013,5781600,18092,266670,636753,-1483344,1257934
8215694,154600,0,1397223,5782800,18060,227399,635612,-1597925,1413727
8274385,143600,0,1479907,5783600,18183,198962,650133,-1606553,1467137
8202250,141600,0,1365195,5787800,18292,206935,682428,-1615864,1463098
8162087,147000,0,1318294,5787800,18764,221354,668875,-1583116,1474854
8188970,145600,0,1355355,5789400,18780,226988,652847,-1614468,1524166
8146639,142600,0,1320566,5788000,18719,236038,640716,-1597882,1521570
8250860,142800,0,1414566,5792000,18656,232650,650188,-1634374,1563997
8268046,141600,0,1454764,5790600,18723,220408,641951,-1618639,1558316
8190998,141800,0,1384119,5793200,18762,205311,647806,-1675800,1578803
8197364,144600,0,1409696,5792800,18742,195480,636046,-1759758,1622870
8188572,141400,0,1407411,5790400,18737,183505,647119,-1745423,1588461
8281069,159000,0,1481969,5799400,18167,186396,636137,-1749557,1629359
8278327,207200,0,1395965,5801000,18062,202379,653721,-1705244,1554042
8314582,232000,0,1400753,5802600,18122,211279,649828,-1722718,1553658
8270961,234400,0,1355430,5804600,18137,213023,645371,-1741045,1586795
8254471,254200,0,1325753,5805200,17997,222812,628509,-1651879,1489113
8472798,293800,0,1510358,5802200,18788,226556,621096,-1487295,1449823
8456798,329000,0,1455055,5805600,19125,243412,604606,-1371578,1592317
8310604,332200,0,1363566,5805000,18988,241278,549572,-1557567,1684875
8395075,363800,0,1382988,5805600,18937,244294,579456,-1506986,1683179
8327806,395000,0,1322246,5806000,18826,235342,550392,-1733024,1684578
8313648,409400,0,1330854,5800600,18782,229365,524647,-1789341,1697664
8345136,416200,0,1356385,5797400,19209,226439,529503,-1859195,1708389
8426651,431400,0,1445613,5796600,19739,209724,523575,-1834691,1705415
9013386,436600,0,1619472,5798800,428866,202813,526835,-1389483,1800504
9120344,430400,0,1463069,5799000,717923,185474,524478,-1246319,1863440
9109412,434800,0,1445519,5794000,729841,178132,527120,-1185913,1714545
9080377,435800,0,1432936,5794400,710152,174765,532324,-1036495,1602494
8836298,433200,0,1404921,5794400,512172,152126,539479,-740895,1031398
8769395,431600,0,1349327,5789000,530724,136179,532565,-617770,998162
8808579,433000,0,1408521,5789000,534772,129387,513899,-604644,892643
8817126,434400,0,1449562,5789000,494501,129562,520101,-490498,806641
8726504,435000,0,1489955,5790800,369206,126074,515469,-347611,589490
8542413,437000,0,1489179,5787600,188705,119125,520804,-204824,480214
8540137,437200,0,1511144,5793000,153586,111154,534053,-181915,434401
8607851,437600,0,1585750,5794800,153568,116741,519392,-175709,413436
8868979,437000,0,1700079,5788000,306632,111856,525412,268280,330420
8918847,439000,0,1635882,5789400,437107,95666,521792,389720,406825
8753576,432200,0,1479147,5787600,434444,89701,530484,335952,396243
8727596,437600,0,1451281,5787200,425484,93302,532729,396868,336680
8593836,436800,0,1459993,5781800,291932,92120,531191,455601,195612
8590126,437600,0,1490841,5781200,247646,97392,535447,609535,133461
8507487,439200,0,1433656,5781000,206314,106326,540991,718327,22639
8440814,438000,0,1373414,5780600,204629,100383,543788,718927,69699
8596575,438600,0,1449005,5780600,278496,109447,540427,680548,245432
8642156,438400,0,1498941,5778000,263435,119827,543553,703481,280972
8692545,439200,0,1502543,5777600,288384,140995,543823,748185,291173
8579849,434000,0,1392491,5774600,314622,161489,502647,732144,236677
8470139,433400,0,1386352,5774800,241157,164914,469516,797104,101556
8488618,434200,0,1481149,5772400,181547,162782,456540,823617,61039
8449224,432800,0,1461375,5770000,163155,166077,455817,781215,101438
8520565,431600,0,1521774,5766600,140750,175154,484687,751943,144742
8555085,433000,0,1483104,5762200,139630,198849,538302,624818,260090
8473201,433400,0,1456105,5759800,16560,227867,579469,544592,350228
8479655,431600,0,1454666,5757800,13868,246929,574792,504761,351006
8584968,433200,0,1545652,5757400,12361,259366,576989,452471,363233
8612201,438600,0,1514342,5755400,10975,289290,603594,274149,605192
8536032,437400,0,1382042,5760000,10510,336744,609336,194462,570904
8580903,434800,0,1407681,5756200,12260,354089,615873,194816,577018
8680976,434000,0,1480322,5758000,12636,382946,613072,144247,622479
8582382,434200,0,1357873,5756200,12554,398763,622792,-28327,673625
8618512,431600,0,1380022,5746400,11824,428275,620391,-87713,711072
8745213,430800,0,1496093,5747000,12412,445510,613398,-184029,748711
8749027,430400,0,1491514,5745000,12576,462479,607058,-130649,761235
8515623,380800,0,1332875,5717200,13254,474199,597295,-361902,701788
8341585,353000,0,1365361,5521200,14091,484500,603433,-510862,687033
8443796,399600,0,1493127,5302600,153257,490716,604496,-450619,751481
8371169,427600,0,1494789,5073800,248062,495616,631302,-616966,798709
8504144,429000,0,1578039,4882000,485139,487883,642083,-721677,1068836
8609973,430600,0,1422554,4856000,770568,492607,637644,-819001,1165498
8485136,432800,0,1355166,4862000,705098,491807,638265,-814655,1131639
8489071,432400,0,1467753,4869600,600942,483768,634608,-973959,1283514
7937954,432200,0,1384260,4868800,129761,481953,640980,-1532473,1287452
7767040,431200,0,1398889,4800400,28925,464859,642767,-1621455,1305823
7801850,433000,0,1484182,4795800,12989,424239,651640,-1629903,1300643
7788158,430800,0,1470688,4794000,12637,430668,649365,-1644795,1339644
7801431,430000,0,1465142,4784000,12109,453094,657086,-1680203,1361632
7846143,429400,0,1514066,4767200,11988,473044,650445,-1647848,1233104
7837113,429800,0,1526867,4767800,11859,475741,625046,-1614831,1166336
7818185,423200,0,1522515,4770800,11568,471207,618895,-1582456,1158421
7616105,367200,0,1378219,4770200,11610,464396,624480,-1639251,805177
7638937,313800,0,1461161,4774200,11904,443317,634555,-1605722,607310
7647707,306200,0,1499982,4775800,12249,420185,633291,-1434686,388141
7567034,299200,0,1478698,4776400,10835,369782,632119,-1357203,369753
7610147,239200,0,1594365,4779800,11425,346267,639090,-1072893,175870
7547090,196400,0,1575714,4779600,11598,340548,643230,-963518,146459
7444977,184600,0,1505887,4780000,11470,329429,633591,-834851,85623
7299392,182000,0,1367018,4782400,11493,317961,638520,-915048,197933
7421545,148000,0,1523279,4783000,11526,305234,650506,-1453565,970767
7421776,132400,0,1568486,4784400,11635,260097,664758,-1532206,1184827
7244778,125000,0,1442313,4785800,12049,236425,643191,-1644311,1317890
7258606,117200,0,1486714,4787200,13598,214522,639372,-1845463,1396116
7300304,73000,0,1577108,4788000,15430,199701,647065,-1996295,1603760
7222088,64200,0,1513090,4782200,15451,196739,650408,-1960897,1541037
7265563,61400,0,1564445,4782000,15345,193906,648467,-1952775,1557784
7237332,55400,0,1538179,4784000,15169,190764,653820,-2013786,1574453
7229934,3800,0,1593754,4783000,15176,189562,644642,-2325425,1506093
7210246,0,0,1584065,4784200,14901,184937,642143,-2246140,1460418
7151980,0,0,1539732,4783600,14397,180763,633488,-2212727,1444202
7015217,0,0,1396498,4785200,13947,185999,633573,-2237271,1474243
7130063,0,0,1492606,4788200,13845,192723,642689,-2344705,1486803
7160369,0,0,1524890,4787200,13725,195205,639349,-2277184,1475925
7078387,0,0,1445411,4790400,13373,189830,639373,-2269675,1458281
7003510,0,0,1369881,4792400,13303,189099,638827,-2362956,1550004
7023995,0,0,1405042,4790400,13290,168511,646752,-2337920,1590600
6946955,0,0,1337872,4793000,13265,163307,639511,-2279985,1506536
6986720,0,0,1369729,4794400,13299,166174,643118,-2262380,1522258
6986094,0,0,1401519,4794600,13374,156098,620503,-2437806,1677153
7157606,0,0,1580344,4796200,13305,147784,619973,-2219332,1626835
7172661,0,0,1602799,4792800,13240,137517,626305,-2058052,1573568
7067517,0,0,1482198,4797200,13267,141649,633203,-2085224,1628236
6974724,0,0,1386270,4797800,13304,143751,633599,-2022225,1671553
7109316,0,0,1527910,4798400,13366,133278,636362,-1768000,1640089
7057653,0,0,1481683,4797400,13208,122223,643139,-1698390,1702959
7148504,0,0,1574208,4798800,13383,122968,639145,-1756236,1700848
7163904,0,0,1595940,4800800,13303,115582,638279,-1704625,1684026
7123139,0,0,1532101,4801800,13333,134624,641281,-1736001,1653408
7114820,0,0,1483564,4803400,13448,151850,662558,-1780630,1665359
7100338,0,0,1480829,4802000,13521,150550,653438,-1817465,1789894
6932674,0,0,1313879,4800000,13583,159947,645265,-1784527,1766465
6917197,0,0,1298265,4806000,13528,151031,648373,-1977535,1794753
6929725,0,0,1323260,4806000,13404,151168,635893,-2080346,1886321
6976606,0,0,1371373,4803000,13913,167572,620748,-2093213,1921627
6945470,0,0,1335594,4798000,14361,175232,622283,-2153801,1898155
7153827,0,0,1458053,4798400,100238,182094,615042,-2120748,1960703
7270649,0,0,1512127,4793400,150083,186806,628233,-2185290,1975676
7333292,0,0,1458819,4797400,284647,171263,621163,-2129249,1959999
7350870,0,0,1394536,4794000,353936,160708,647690,-2127211,1817525
7292737,0,0,1366392,4792400,296634,183640,653671,-2380233,1938443
7250499,0,0,1348548,4795000,282743,178366,645842,-2381772,1902456
7155002,0,0,1302768,4793000,236261,183324,639649,-2188508,1711775
7142286,0,0,1242037,4793000,275330,186452,645467,-2107010,1602241
7143488,0,0,1255172,4797600,337090,161690,591936,-2085134,1452054
7118958,0,0,1271739,4802600,351884,122310,570425,-1956997,1382504
7246906,0,0,1269345,4803600,477442,115460,581059,-1879585,1429994
7252685,0,0,1282051,4803200,469599,119231,578604,-1813155,1347751
7333541,0,0,1323421,4802600,511042,102464,594014,-1379319,1166865
7320920,0,0,1337769,4803200,499842,90462,589647,-1261735,1096884
7391183,0,0,1339098,4803800,567471,94696,586118,-1106521,975465
7437948,0,0,1310506,4805600,620125,116672,585045,-1077413,1039333
7259525,0,0,1265422,4804600,482072,119620,587811,-1112290,1056666
7234188,0,0,1289908,4803000,432850,114091,594339,-1167161,1091607
7229673,0,0,1285996,4801400,425966,110987,605324,-1085432,1057102
7183773,0,0,1281041,4798400,402255,103458,598619,-1027556,1016468
7221508,0,0,1282247,4796800,450063,98887,593511,-854149,1060062
7243582,0,0,1302780,4796400,465955,99778,578669,-894308,1097985
7219515,0,0,1294018,4792400,454311,102742,576044,-823174,1023006
7153641,0,0,1265987,4791800,434833,92131,568890,-690674,1005792
6966139,0,0,1203771,4793400,309417,86475,573076,-962459,1094825
7045802,0,0,1242812,4791600,328649,93726,589015,-933710,1163978
7086997,0,0,1252479,4792800,343141,107744,590833,-961443,1220641
6982379,0,0,1194639,4798800,288716,98125,602099,-977039,1222604
7061733,0,0,1232011,4798800,317152,103574,610196,-1056321,1242317
7135182,0,0,1251954,4794000,356994,101220,631014,-1049138,1240714
7094448,0,0,1266972,4794400,351395,93455,588226,-949040,1184717
7111211,0,0,1282490,4793000,357526,87354,590841,-985131,1173735
6947951,0,0,1178569,4795800,272998,98771,601813,-1314431,1262399
6905213,0,0,1146033,4795400,228081,115646,620053,-1441183,1258029
7116559,0,0,1207350,4792000,351778,136964,628467,-1442809,1310224
7089310,0,0,1175414,4787600,357907,145584,622805,-1565353,1385420
7066598,0,0,1187897,4788600,364731,143350,582020,-1560013,1327270
6990197,0,0,1142906,4794600,332629,149693,570369,-1605302,1313250
7039646,0,0,1182877,4796600,338163,147681,574325,-1650054,1332759
7087476,0,0,1227298,4796200,321285,163599,579094,-1782866,1363880
7013254,0,0,1197422,4798800,287081,162931,567020,-1774138,1298941
7013449,0,0,1214704,4796800,273353,162097,566495,-1854328,1269357
7058570,0,0,1228922,4797400,279243,159305,593700,-1814601,1222065
7105073,0,0,1232319,4797400,294787,169754,610813,-1759866,1267735
7016222,0,0,1172010,4798000,251442,179402,615368,-1962408,1348435
7039639,0,0,1185906,4798000,272053,169766,613914,-2015038,1346954
7096703,0,0,1217271,4799000,286213,173475,620744,-2024227,1378375
7178990,0,0,1225495,4797400,365615,182727,607753,-2005292,1385562
7186573,0,0,1165224,4797000,370744,223866,629739,-2029258,1231300
7199200,0,0,1153284,4799400,360098,249343,637075,-1988061,1199080
7219484,0,0,1189215,4794400,349419,254106,632344,-1941347,1081346
7233410,0,0,1224597,4794800,360972,238706,614335,-1834460,1143362
7017019,0,0,1137261,4793400,231375,244069,610914,-1639141,850736
7034430,0,0,1149542,4791800,245059,235818,612211,-1639373,639197
7233893,0,0,1220237,4792400,382553,236816,601887,-1410675,413777
7185686,0,0,1206716,4793400,379156,208363,598051,-1429148,478430
7363885,0,0,1277282,4795400,489835,204793,596575,-1381021,574179
7355351,0,0,1306371,4795800,448630,203106,601444,-1383852,595356
7274642,0,0,1281380,4796400,402706,186911,607245,-1239807,600965
7075538,0,0,1218665,4796000,274295,170445,616133,-1422166,721741
7263416,0,0,1453905,4798400,247419,147499,616193,-1569570,1096485
7108306,0,0,1534080,4795400,12898,135691,630237,-1560785,1203885
7012806,0,0,1437738,4799600,12987,141239,621242,-1563568,1187275
7047351,0,0,1475185,4796200,13000,144314,618652,-1666074,1222612
7143962,0,0,1567045,4794600,12951,140822,628544,-1536534,1185016
7108759,0,0,1550761,4797400,12984,127553,620061,-1476005,1186327
7077823,0,0,1555283,4798000,12951,115206,596383,-1388035,1100595
7050438,0,0,1537738,4797400,12946,116195,586159,-1432049,1151385
7114168,0,0,1605271,4799800,12994,114486,581617,-1526740,1357802
7093057,0,0,1615425,4799800,13144,117764,546924,-1582109,1421551
7084359,0,0,1640590,4801600,13249,121213,507707,-1597486,1451571
6952263,0,0,1563463,4802600,13352,113837,459011,-1567770,1411035
6863602,0,0,1510605,4803200,13214,100992,435591,-1911028,1425572
6899106,0,0,1555719,4803800,13290,104609,421688,-1983875,1440571
6839279,0,0,1506093,4805200,13275,104280,410431,-1910646,1429634
6814630,0,0,1488800,4804400,13352,96557,411521,-1964384,1408418
6922217,0,0,1606622,4807400,13249,88299,406647,-2013925,1489673
6899409,0,0,1592630,4807400,13198,88432,397749,-1978828,1528677
6865028,0,0,1556417,4808000,13265,87216,400130,-1897125,1422214
6853478,0,0,1529356,4808600,13320,84529,417673,-1810822,1393797
6839017,0,0,1517272,4806600,13265,77394,424486,-1817118,1399587
6843315,0,0,1524479,4810600,13278,74903,420055,-1746986,1392955
6813789,0,0,1496301,4813200,13802,64228,426258,-1731243,1359343
6701124,0,0,1378160,4809800,13922,62457,436785,-1772431,1356948
6766548,0,0,1454156,4813600,13824,55509,429459,-1694681,1394645
6641625,0,0,1327053,4815600,13934,56379,428659,-1697135,1373698
6672671,0,0,1351302,4817000,13889,54918,435562,-1770207,1451550
6793977,0,0,1491047,4815600,13967,52140,421223,-1824620,1484668
6878886,0,0,1569285,4816200,13860,49721,429820,-1563467,1510764
6889266,0,0,1575213,4815600,13850,50311,434292,-1621949,1595214
6836348,0,0,1518741,4812800,13988,44951,445868,-1594246,1645148
6747665,0,0,1456484,4814400,13284,39570,423927,-1534442,1591566
6875876,0,0,1529028,4809800,84261,40117,412670,-1350165,1595096
6927991,0,0,1493009,4807000,179230,39779,408973,-1319453,1769458
6898366,0,0,1320852,4805400,334924,40503,396687,-1405927,1779093
6895792,0,0,1274883,4799600,392891,37487,390931,-1382457,1796784
6865215,0,0,1228087,4797800,410897,28833,399598,-1257570,1711544
6984555,0,0,1278377,4792200,482554,23851,407573,-1320198,1819242
7004109,0,0,1306405,4790800,481963,20225,404716,-1295096,1837310
7030123,0,0,1309866,4787200,508318,16276,408463,-1289054,1835325
6881174,0,0,1284162,4783600,380513,15010,417889,-1389985,1901438
6889779,0,0,1278666,4782400,386244,11218,431251,-1492594,1949545
6823778,0,0,1239991,4779400,371669,10716,422002,-1395509,1899315
6756527,0,0,1189591,4773800,364177,8581,420378,-1370392,1877883
6805246,0,0,1193168,4775800,404678,8980,422620,-1405521,1835949
6783634,0,0,1194512,4769400,403345,7095,409282,-1334178,1828061
6756536,0,0,1172600,4765000,406376,7695,404865,-1291165,1758137
6671450,0,0,1133069,4757400,369875,7281,403825,-1213429,1696754
6557431,0,0,1115166,4749400,291487,6622,394756,-1225947,1398815
6481922,0,0,1088617,4744000,258881,5848,384576,-1117620,1297638
6476711,0,0,1052786,4743200,275355,8036,397334,-966479,1104428
6493098,0,0,1070425,4738600,264466,8612,410995,-957313,1090280
6676681,0,0,1162354,4736400,349256,8871,419800,-768388,1116162
6690821,0,0,1168970,4733400,354484,11568,422399,-792192,1212177
6687373,0,0,1163261,4735200,360975,12879,415058,-714792,1145194
6678344,0,0,1153588,4732800,360592,12769,418595,-706610,1151849
6644792,0,0,1165147,4742600,317388,10443,409214,-552573,1220599
6691175,0,0,1171628,4741200,378727,5858,393762,-463380,1081499
6681427,0,0,1149491,4743600,374449,5917,407970,-416268,1139627
6712853,0,0,1165166,4742400,396517,8480,400290,-399831,1073343
6732882,0,0,1165060,4743600,414043,9757,400422,-570340,1257896
6592523,0,0,1153175,4742000,274565,13332,409451,-665645,1349571
6616401,0,0,1161918,4739400,283604,17778,413701,-691315,1404722
6611472,0,0,1165906,4732200,287636,21027,404703,-697962,1367239
6562863,0,0,1124904,4733600,263462,25372,415525,-959122,1560216
6575493,0,0,1127655,4732600,270409,26316,418513,-1190847,1724115
6596563,0,0,1161259,4720800,287533,28804,398167,-1368339,1852354
6582747,0,0,1161870,4716800,283942,32384,387751,-1478819,1902121
6523087,0,0,1121634,4711000,251012,38015,401426,-1731220,1752531
6595061,0,0,1147968,4708400,290977,40378,407338,-1755796,1695100
6589318,0,0,1144703,4706200,295599,42683,400133,-1938860,1755297
6609366,0,0,1179815,4695800,287279,48835,397637,-2021307,1839174
6606883,0,0,1211572,4696200,267805,51519,379787,-1978544,1713140
6683522,0,0,1223663,4699600,309060,53079,398120,-1996561,1713725
6715166,0,0,1252705,4701400,316924,47047,397090,-2045741,1665125
6745461,0,0,1281174,4701200,326279,50623,386185,-2067435,1568887
6661661,0,0,1254000,4701800,263650,53041,389170,-2271807,1485880
6654992,0,0,1258495,4702400,268630,46511,378956,-2390216,1528954
6717099,0,0,1330331,4700400,264773,45029,376566,-2403779,1548549
6797434,0,0,1401113,4698600,267233,45179,385309,-2428088,1417066
6857740,0,0,1491284,4700000,239687,45058,381711,-2233718,1358024
6948545,2600,0,1536893,4698600,264037,46194,400221,-2197224,1356332
6912113,5000,0,1516445,4698600,245864,47771,398433,-2163335,1297303
7021795,5000,0,1569949,4697600,308601,47098,393547,-2183838,1320797
6905669,6200,0,1480651,4701200,278522,44004,395092,-2211772,1242405
6846439,10200,0,1429406,4703200,256359,39823,407451,-2179030,1201745
6707848,12800,0,1440303,4704200,128305,40213,382027,-2201912,1141503
6835001,19800,0,1533908,4705800,138357,46378,390758,-2219051,1206869
7061834,35600,0,1533280,4712200,341960,42690,396104,-2214341,1210084
7199820,52200,0,1569368,4713800,402783,46137,415532,-2054922,1046592
7213001,62000,0,1587906,4717600,400210,51909,393376,-1855275,747814
7208840,76400,0,1598965,4721600,394616,47198,370061,-1858264,809730
7128215,83000,0,1614575,4721600,324918,43639,340483,-2022828,924113
7180754,88200,0,1615933,4726400,393873,35907,320441,-1783836,915180
6984259,96400,0,1460100,4725800,347320,31501,323138,-1618806,761797
6832153,91000,0,1539125,4730200,96573,34416,340839,-1638959,672112
6842772,74400,0,1625021,4729200,24990,38926,350235,-1826846,536368
6861817,74000,0,1637198,4730200,12809,36872,370738,-1658596,398397
6861999,72800,0,1620629,4731200,12856,36296,388218,-1761369,436672
6854158,72600,0,1605933,4739800,12875,38100,384850,-1829077,449307
6834578,72400,0,1587051,4742800,13003,32767,386557,-1978240,613641
6761344,71400,0,1494823,4746200,12309,26981,409631,-1962981,697916
6792014,72200,0,1520834,4752400,10717,21737,414126,-1991567,674780
6822932,70400,0,1541542,4755200,10652,16502,428636,-1980190,742667
6875107,72400,0,1595514,4757600,9903,8469,431221,-2103977,987308
6791458,71600,0,1524759,4757200,10244,5498,422157,-2084895,1035489
6715445,73000,0,1457156,4759600,10222,5020,410447,-2117770,1021905
6743370,76000,0,1473822,4762000,9917,3079,418552,-2071264,996916
6708827,76600,0,1440810,4762800,9954,2155,416508,-2060031,1035511
6758445,76400,0,1498704,4763200,9956,1996,408189,-2068684,983476
6885566,77800,0,1614910,4765200,9780,1913,415963,-2064822,1055765
6849448,87800,0,1580596,4761200,9459,1728,408665,-2056139,1050495
6767586,107400,0,1493693,4761200,9506,1670,394117,-2119947,1122814
6819333,111800,0,1559044,4761800,9368,1550,375771,-2182516,1185550
6828053,110800,0,1584257,4763400,9437,941,359218,-2176959,1170005
6868545,142600,0,1602765,4762800,9600,534,350246,-2072353,1073089
6919029,179400,0,1599740,4764400,9906,728,364855,-1942657,910176
6975776,189400,0,1611417,4761600,9818,1107,402434,-1893005,912500
6968474,193600,0,1594904,4759600,10076,3043,407251,-1937032,954475
6943914,221800,0,1555324,4759600,10307,2978,393905,-1883396,951680
6961114,259800,0,1531985,4760600,12725,2264,393740,-1597452,853419
6941135,275800,0,1504763,4759800,14094,2064,384614,-1650662,984754
7040020,300200,0,1582847,4757800,14940,2297,381936,-1742603,1078870
7126239,324400,0,1627471,4759400,17986,2545,394437,-1747152,1098760
7491600,341000,0,1611308,4763200,378981,2720,394391,-1267680,1061709
7582664,359600,0,1560610,4761400,503342,2278,395434,-1419708,1225317
7692760,376200,0,1618083,4758800,500104,2223,437350,-1415486,1253716
7768953,379400,0,1682650,4758400,515263,2259,430981,-1432792,1221659
7865451,392200,0,1737814,4756600,528535,2719,447583,-1499554,1346310
8022778,406200,0,1858283,4756200,548869,2213,451013,-1428328,1307131
8051965,415600,0,1874166,4755200,560512,2250,444237,-1445732,1343929
8075245,422400,0,1872275,4755200,573629,1211,450530,-1261878,1160896
7656347,425200,0,1811855,4752400,222457,328,444107,-1205617,633703
7782083,425600,0,1911546,4747400,289133,22,408382,-1110816,625851
7830850,426600,0,1963037,4737400,296915,0,406898,-1047590,606115
7899458,430000,0,2070705,4728400,277718,0,392635,-960088,567387
7738700,432800,0,2081460,4722400,82115,0,419925,-736247,255844
7695200,434800,0,2092303,4720400,18543,0,429154,-658221,194090
7661712,429400,0,2054166,4719000,18487,0,440659,-790589,274393
7602962,429200,0,2002738,4719000,18369,0,433655,-643753,168536
7734405,429000,0,2066901,4715400,106774,0,416330,-542790,173466
7707410,428200,0,2031060,4710800,122907,5,414438,-491761,114614
7710534,429400,0,2021278,4706000,117928,39,435889,-488817,146121
7685533,428000,0,2005001,4702400,100321,62,449749,-412539,55041
7839989,429000,0,2101982,4703000,142848,46,463113,-53648,-158552
7854855,428200,0,2118670,4704400,106910,332,496343,23689,-168525
7869742,428600,0,2081064,4702000,105060,1207,551811,184802,-251760
